stid,datetime,FC,FC_QC,LE,LE_QC,ET,ET_QC,H,H_QC,TAU,TAU_QC,Bowen_ratio,USTAR,ZL,MO_LENGTH,CO2,H2O,PA,Tc,TKE,RH,T_DP,q,rho_a,WS,WS_MAX,WD,U,V,Rn,SW_IN,SW_OUT,LW_IN,LW_OUT,LWS_volt,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4
FLUX_WARS,2023-06-06 16:00:00.000000,-10.85393,1.0,153.715,1.0,0.2248051,1.0,173.7852,1.0,0.2970285,7.0,1.130567,0.5112038,-0.1490055,-60.40045,402.8222,11.22613,94.93855,16.67111,2.536079,55.31453,7.675831,7.157438,1.136606,3.068936,8.360062,306.9496,2.614283,0.0,557.355,826.8657,172.0703,323.3099,420.7503,253.1278,10.26831,18.64373,7.406035,32.43322
FLUX_WARS,2023-06-06 16:30:00.000000,-17.00426,1.0,227.3979,1.0,0.3326912,1.0,228.1898,1.0,0.4622198,7.0,1.003482,0.6382359,-0.1012165,-88.91831,402.0041,11.326,94.9133,17.06678,2.850094,54.41072,7.79889,7.037726,1.134713,2.905815,8.809074,316.6461,2.355542,0.0,552.6172,821.7889,170.5665,323.8761,422.4814,252.9666,12.41345,21.91646,8.527725,33.41973
FLUX_WARS,2023-06-06 17:00:00.000000,-18.90749,1.0,254.5587,1.0,0.3724826,1.0,190.6177,1.0,0.5281367,1.0,0.748816,0.6823211,-0.07056326,-127.5451,402.8566,10.32729,94.90194,17.21777,2.903391,49.17703,6.461074,6.917535,1.134407,3.145954,10.27663,309.2313,2.708464,0.0,525.7156,799.1278,175.4111,323.1691,421.1703,252.7124,14.50732,24.26998,9.9482,37.0047
FLUX_WARS,2023-06-06 17:30:00.000000,-11.71403,1.0,163.2384,1.0,0.2388496,1.0,180.4854,1.0,0.5851391,4.0,1.105655,0.7181137,-0.05594931,-160.8599,402.9299,9.511986,94.88352,17.17995,3.009317,45.42374,5.282967,5.990664,1.134678,3.311008,9.589611,316.6919,2.862164,0.0,463.2378,715.4045,162.0071,327.1654,417.3251,252.51,16.4838,26.57375,11.21936,39.35926
FLUX_WARS,2023-06-06 18:00:00.000000,-11.02055,1.0,118.381,1.0,0.1732257,1.0,194.6832,1.0,0.5000094,1.0,1.644548,0.6639895,-0.07506745,-119.8922,403.0262,9.504289,94.85795,17.2477,2.823097,45.19653,5.271448,5.890251,1.134111,3.440437,10.12315,308.6425,3.05667,0.0,494.3075,763.5994,171.9401,321.6438,418.9956,252.3503,17.80329,27.53978,12.08607,39.29243
FLUX_WARS,2023-06-06 18:30:00.000000,-18.00248,1.0,215.6066,1.0,0.3154234,1.0,175.467,1.0,0.5195904,1.0,0.8138296,0.6767558,-0.06621059,-135.9299,402.1385,10.34885,94.84145,17.01135,2.471046,49.89827,6.486008,6.225044,1.134481,2.842934,10.16781,327.9186,2.420922,0.0,455.3093,707.1069,159.8602,325.9995,417.9369,252.4953,18.68513,28.50252,12.55103,40.12976
FLUX_WARS,2023-06-06 19:00:00.000000,-13.81737,3.0,144.1971,3.0,0.2108022,3.0,85.25114,3.0,0.4973284,1.0,0.5912127,0.6612362,-0.03537819,-254.394,404.1125,10.13244,94.83564,16.26092,2.105623,51.22447,6.175865,6.635128,1.137444,2.904446,7.573131,343.2026,2.617818,0.0,361.0682,587.2807,138.3015,323.3943,411.3055,252.5923,19.28922,28.81524,12.84403,38.77304
FLUX_WARS,2023-06-06 19:30:00.000000,-11.17923,1.0,127.9249,1.0,0.1869546,1.0,76.63103,1.0,0.3807376,1.0,0.5990313,0.5781988,-0.04751235,-189.4245,405.6205,9.533795,94.82455,15.93061,2.003384,49.27059,5.311985,6.352174,1.138863,2.553774,7.635278,339.7453,2.145297,0.0,286.23,510.4423,132.327,314.7624,406.6476,252.5626,19.37479,27.79959,12.94557,34.38656
FLUX_WARS,2023-06-06 20:00:00.000000,-17.38571,1.0,185.0499,1.0,0.2705337,1.0,134.0239,1.0,0.5207354,4.0,0.7242582,0.6765711,-0.05105881,-176.2673,404.2933,9.089846,94.82275,16.29372,1.982072,45.91493,4.629075,5.359518,1.137602,2.454377,7.923875,328.6695,2.098642,0.0,354.2418,604.1395,150.0993,310.4629,410.2614,252.3842,18.79483,25.85957,12.53898,30.22005
FLUX_WARS,2023-06-06 20:30:00.000000,-16.01502,3.0,162.2686,3.0,0.2372743,3.0,62.01601,3.0,0.4468412,1.0,0.3821811,0.627004,-0.03173163,-283.6287,402.1754,9.250595,94.81181,16.49465,1.678439,46.11794,4.879363,5.888277,1.136613,2.629062,8.042013,346.0605,2.407403,0.0,344.8028,590.2744,144.3362,309.514,410.6493,252.2744,18.02968,24.46977,11.93925,28.05037
FLUX_WARS,2023-06-06 21:00:00.000000,-9.338561,2.0,148.5763,1.0,0.217289,1.0,82.69438,1.0,0.3043632,1.0,0.5565785,0.5176124,-0.07200611,-124.9894,401.4431,9.001914,94.80936,16.66717,1.783713,44.41006,4.493248,5.57473,1.136012,2.461028,8.253438,315.7549,2.110922,0.0,308.6685,550.3602,138.496,306.9151,410.1107,252.2009,17.48489,23.22183,11.40448,25.48442
FLUX_WARS,2023-06-06 21:30:00.000000,-9.590687,1.0,144.5855,1.0,0.2114369,1.0,65.23755,1.0,0.3018358,1.0,0.451204,0.5152948,-0.05889833,-152.8057,401.3748,8.134216,94.81387,16.59025,1.774467,40.34368,3.052289,5.769511,1.136735,2.534628,8.570418,324.0392,2.199866,0.0,261.652,493.6058,127.037,302.128,407.0448,251.9916,16.97422,21.71531,10.85647,23.31889
FLUX_WARS,2023-06-06 22:00:00.000000,-9.058164,1.0,164.8163,1.0,0.2410381,1.0,48.38788,1.0,0.4584059,3.0,0.2935867,0.6350618,-0.02482054,-362.6029,401.6635,7.717722,94.81337,16.661,1.805102,38.13747,2.33144,4.793946,1.136628,2.24689,9.447582,318.3183,1.918412,0.0,183.3446,382.6378,99.50169,303.0909,402.8824,251.9151,16.36105,19.75113,10.38286,19.90557
FLUX_WARS,2023-06-06 22:30:00.000000,-5.283435,3.0,84.6029,3.0,0.1237133,3.0,13.02657,3.0,0.3773353,1.0,0.1539731,0.5760687,-0.01033627,-870.7206,400.9733,7.732511,94.80626,16.53045,1.633857,38.53426,2.361359,4.535739,1.137048,2.472791,7.644353,324.7173,2.190319,0.0,128.7847,311.1242,86.24718,302.9099,399.0022,252.039,15.41928,17.32172,9.718035,16.26619
FLUX_WARS,2023-06-06 23:00:00.000000,-1.74706,8.0,54.88615,8.0,0.08025628,8.0,2.984436,8.0,0.1416414,3.0,0.05437503,0.3529866,-0.01560216,-576.8433,400.3875,8.181683,94.78757,16.49481,1.020668,40.83507,3.150614,4.946762,1.136773,2.065117,6.6076,307.2672,1.859527,0.0,76.04234,237.8046,68.42213,303.1364,396.4765,252.1616,14.18337,14.88376,8.888063,13.16915
FLUX_WARS,2023-06-06 23:30:00.000000,-0.7946211,1.0,46.8604,1.0,0.06850167,1.0,-23.29744,1.0,0.1686868,1.0,-0.497167,0.3850323,0.03909397,230.2146,400.753,8.002095,94.77638,16.20468,0.7802328,40.68668,2.837169,5.153343,1.137855,1.774613,5.752949,312.0315,1.619702,0.0,11.34849,142.5186,42.92714,302.1609,390.4038,252.3076,12.85949,12.65285,8.08573,10.48846
FLUX_WARS,2023-06-07 00:00:00.000000,2.245314,1.0,27.76725,1.0,0.04057606,1.0,-28.64188,1.0,0.1190514,1.0,-1.031499,0.323236,0.08703772,103.4034,401.7721,8.050227,94.78642,15.82535,0.6173719,41.94425,2.924267,4.794787,1.139449,1.548431,4.566059,310.4073,1.3932,0.0,-25.23077,72.83041,23.19431,310.2142,385.0811,252.5146,11.38958,10.34728,7.309094,7.469341
FLUX_WARS,2023-06-07 00:30:00.000000,1.415028,6.0,20.58144,3.0,0.03006124,3.0,-14.19209,4.0,0.06759108,1.0,-0.6895577,0.2433466,0.09798929,91.84677,403.5662,8.03651,94.78618,15.33154,0.4260029,43.21536,2.901138,5.057122,1.141403,1.395145,4.594766,304.0042,1.287537,0.0,-55.9348,22.27868,8.786684,308.1965,377.6233,252.7812,9.806926,7.992512,6.395644,4.488778
FLUX_WARS,2023-06-07 01:00:00.000000,5.093387,2.0,10.84559,2.0,0.01583227,2.0,-38.8435,4.0,0.07098716,2.0,-3.581502,0.2491118,0.2692724,33.4234,406.0392,7.679351,94.79086,14.75246,0.329415,42.88345,2.268305,4.862282,1.143908,1.263209,3.660026,297.219,1.158898,0.0,-68.36173,1.258181,3.690367,304.8021,370.7316,252.875,8.094112,5.642353,5.343235,1.332192
FLUX_WARS,2023-06-07 01:30:00.000000,5.186493,1.0,10.1608,1.0,0.01482593,1.0,-30.23344,1.0,0.06133667,6.0,-2.975498,0.2313498,0.2607343,34.51789,407.9718,7.558015,94.80427,14.28208,0.3341828,43.52158,2.04924,4.742258,1.145993,1.172589,4.096267,304.2962,1.053744,0.0,-64.2038,-2.234844,3.121234,306.6667,365.5144,252.9764,6.241587,3.246439,4.074639,-1.932735
FLUX_WARS,2023-06-07 02:00:00.000000,7.440046,1.0,11.25137,1.0,0.01641062,1.0,-37.2313,1.0,0.06486601,6.0,-3.309047,0.2377212,0.2965123,30.35287,410.8156,7.656867,94.82215,13.86333,0.3559168,45.31774,2.232161,4.700937,1.14784,1.079795,4.180285,318.0086,0.9096227,0.0,-58.11451,-1.936742,3.021703,309.8312,362.9873,253.0759,4.350191,0.9891135,2.689189,-4.742225
FLUX_WARS,2023-06-07 02:30:00.000000,1.339855,9.0,1.553197,9.0,0.002264008,9.0,-8.655568,9.0,0.01756211,9.0,-5.572744,0.1235566,0.4946058,18.19631,412.8704,7.77839,94.82346,13.21849,0.09103132,48.00514,2.451636,4.811727,1.150388,0.6583181,2.003784,294.3949,0.6018454,0.0,-58.62896,-2.691181,2.465824,300.4613,353.9333,253.3497,2.621771,-0.8329393,1.383255,-6.814712
FLUX_WARS,2023-06-07 03:00:00.000000,2.979303,5.0,2.765017,5.0,0.004030258,5.0,-15.0908,5.0,0.03468591,4.0,-5.457762,0.1736316,0.310655,28.97104,413.1136,7.858625,94.82439,13.17915,0.1657628,48.61554,2.595033,4.928696,1.150523,1.137757,2.608526,289.5426,1.082419,0.0,-48.25283,0.2511373,4.19049,309.0173,353.3308,253.4565,0.9799122,-2.52915,0.1821339,-9.11277
FLUX_WARS,2023-06-07 03:30:00.000000,6.976741,9.0,4.885707,9.0,0.007117221,9.0,-29.72626,9.0,0.03367554,9.0,-6.084332,0.1708923,0.6425133,14.00749,415.8136,7.835188,94.8351,12.57258,0.1906154,50.44674,2.554121,4.912807,1.153107,1.014248,3.307957,348.0991,0.9460515,0.0,-55.75539,-1.326435,2.862499,301.3436,352.9101,253.4748,-0.6570665,-4.031953,-1.005128,-10.64302
FLUX_WARS,2023-06-07 04:00:00.000000,9.296418,9.0,13.30401,9.0,0.01936454,9.0,-13.9898,9.0,0.006387654,9.0,-1.051548,0.07431789,3.5046,2.568054,419.1656,7.711939,94.82479,11.7104,0.1464783,52.56099,2.330286,4.72434,1.156524,0.6466475,2.266088,293.887,0.4850543,0.0,-59.40658,-2.976992,2.201128,291.4969,345.7253,253.761,-1.998586,-5.135366,-1.977234,-11.72875
FLUX_WARS,2023-06-07 04:30:00.000000,1.187472,9.0,0.1103834,9.0,0.0001605642,9.0,-1.277046,9.0,0.003125571,9.0,-11.56919,0.05193006,0.988687,9.102982,420.3336,7.664598,94.8031,11.03637,0.05581615,54.60769,2.243694,4.746014,1.159022,0.6200329,1.246861,246.3898,0.5919706,0.0,-55.5641,-1.516814,3.43174,288.358,338.9735,254.208,-3.265499,-6.279368,-2.809983,-13.61002
FLUX_WARS,2023-06-07 05:00:00.000000,-0.08074291,9.0,-1.377134,9.0,-0.002002606,9.0,-0.5893585,9.0,0.001352124,9.0,0.42796,0.03414447,1.835634,4.902939,417.7409,7.946128,94.77394,10.7332,0.03583148,57.71623,2.739926,4.796457,1.159781,0.8273594,1.367589,250.298,0.8076423,0.0,-57.6859,-0.3131506,4.721343,281.5822,334.2336,254.499,-4.749187,-7.582903,-3.779195,-16.04408
FLUX_WARS,2023-06-07 05:30:00.000000,-0.3957733,9.0,-0.8360152,9.0,-0.001216165,9.0,0.1023814,9.0,0.004297453,1.0,-0.1224635,0.0609192,-0.02562189,-351.2621,414.7851,7.730958,94.7473,11.11641,0.03933702,54.74076,2.355494,4.856247,1.157985,0.9478405,1.495709,252.3446,0.9282054,0.0,-57.29274,0.3973555,6.055938,280.9669,332.601,254.4416,-6.36851,-8.957566,-4.891927,-18.44305
FLUX_WARS,2023-06-07 06:00:00.000000,0.04981251,9.0,-0.5515109,9.0,-0.0008022053,9.0,-2.887254,9.0,0.004322971,9.0,5.235171,0.06109461,1.396309,6.445563,414.5689,7.840088,94.72961,11.00367,0.04726329,55.91615,2.547791,4.789137,1.158181,1.263569,2.772118,273.6238,1.256528,0.0,-52.43095,0.6332377,3.399187,282.6771,332.3421,254.4009,-7.90827,-10.23929,-6.032036,-19.92287
FLUX_WARS,2023-06-07 06:30:00.000000,1.088034,9.0,2.887941,9.0,0.004202581,9.0,-9.789636,9.0,0.01409357,9.0,-3.389832,0.1104135,0.7794242,11.54699,414.4354,7.929011,94.71577,11.47652,0.0676956,54.79864,2.703265,4.953704,1.15605,1.724534,2.930361,277.9267,1.715464,0.0,-49.43644,0.6603817,3.891687,288.8319,335.0371,254.2775,-9.210014,-11.28153,-7.04187,-21.06361
FLUX_WARS,2023-06-07 07:00:00.000000,0.6639379,7.0,-2.664815,7.0,-0.003876165,7.0,-10.88833,7.0,0.03516778,4.0,4.085961,0.1742819,0.227588,39.54514,415.4578,7.997569,94.70856,11.01275,0.1953861,56.9989,2.82169,4.921973,1.157819,1.789944,3.825273,278.3844,1.75078,0.0,-56.71844,-1.543088,2.216295,286.359,339.3181,254.2896,-10.25202,-12.04191,-7.890496,-21.35343
FLUX_WARS,2023-06-07 07:30:00.000000,4.049037,9.0,3.419003,9.0,0.004968499,9.0,-23.32262,9.0,0.03689349,9.0,-6.821468,0.1782117,0.4455587,20.19936,420.8268,8.469749,94.70889,10.02562,0.1702086,64.4586,3.625171,5.09824,1.161655,1.922091,3.697038,278.5303,1.886772,0.0,-67.26357,-3.264204,1.81583,281.1997,343.3833,254.7221,-10.82448,-12.43587,-8.472742,-20.91697
FLUX_WARS,2023-06-07 08:00:00.000000,0.7366192,9.0,0.9249123,9.0,0.001343385,9.0,-5.206672,9.0,0.005143005,9.0,-5.629369,0.06647862,1.912943,4.704792,421.0096,8.558652,94.69897,9.480822,0.04014751,67.50938,3.771893,5.358154,1.163732,1.770595,2.61448,267.3459,1.762676,0.0,-61.88374,-2.31568,1.537997,277.2919,335.3219,255.1548,-10.88885,-12.545,-8.670265,-20.44125
FLUX_WARS,2023-06-07 08:30:00.000000,2.614982,9.0,5.728853,9.0,0.008321329,9.0,-19.20328,9.0,0.0219728,9.0,-3.352029,0.1374325,0.7929882,11.34948,419.5084,8.440841,94.6832,9.541556,0.09944392,66.31517,3.574435,5.30891,1.16334,1.673536,3.129422,278.1244,1.652246,0.0,-59.89139,-1.487507,2.613234,277.1195,332.9102,255.3058,-10.90627,-12.73537,-8.781687,-20.9003
FLUX_WARS,2023-06-07 09:00:00.000000,1.7359,9.0,3.690157,9.0,0.005357776,9.0,-12.36515,9.0,0.01320772,9.0,-3.350845,0.1064641,1.098344,8.194156,421.4315,8.427804,94.68849,9.094052,0.1044784,68.24481,3.553451,5.254187,1.165255,1.484635,2.863009,273.3172,1.466543,0.0,-58.35369,-2.091075,1.901253,276.52,330.8813,255.6262,-11.26338,-13.16218,-9.049978,-21.55584
FLUX_WARS,2023-06-07 09:30:00.000000,0.1282465,9.0,0.385955,9.0,0.0005602802,9.0,-2.366544,9.0,0.002122677,9.0,-6.131659,0.04266303,3.292419,2.733552,421.304,8.34941,94.70657,8.922436,0.0243451,68.40069,3.425214,5.204884,1.16622,1.323308,2.000975,264.0593,1.315549,0.0,-52.62572,-0.2619766,1.847196,276.8495,327.3661,255.9892,-11.71051,-13.59264,-9.355514,-22.29045
FLUX_WARS,2023-06-07 10:00:00.000000,1.707592,9.0,10.49056,9.0,0.01523086,9.0,-18.316,9.0,0.02234081,9.0,-1.745951,0.1384261,0.7279279,12.36386,421.8972,8.069568,94.71732,9.060646,0.1299694,65.54363,2.947572,5.142925,1.165904,1.65169,3.141078,278.9969,1.625267,0.0,-52.64267,3.75712,4.429222,276.9669,328.9375,255.7236,-12.32219,-14.03863,-9.711174,-23.3177
FLUX_WARS,2023-06-07 10:30:00.000000,2.978869,3.0,10.55067,3.0,0.01531663,3.0,-24.50785,3.0,0.04205563,1.0,-2.322872,0.1898825,0.380583,23.64793,423.2735,8.072244,94.72473,8.957887,0.1588056,66.02459,2.954163,4.883587,1.166418,2.024684,3.611243,282.6247,1.998409,0.0,-55.39421,13.93068,7.762261,277.4969,339.0595,255.5204,-12.95548,-14.36427,-10.13839,-23.14046
FLUX_WARS,2023-06-07 11:00:00.000000,2.863872,1.0,9.318912,1.0,0.01352469,1.0,-22.18775,1.0,0.04174826,4.0,-2.380938,0.1890971,0.3491088,25.77993,425.9862,8.152464,94.71972,8.665472,0.2466136,67.99111,3.091635,4.933914,1.167531,1.851757,3.537329,286.9514,1.809285,0.0,-45.14593,38.32313,15.22895,276.6314,344.8715,255.5768,-13.11301,-14.40731,-10.37705,-22.04171
FLUX_WARS,2023-06-07 11:30:00.000000,3.964655,2.0,14.10319,4.0,0.02046454,4.0,-13.9193,1.0,0.0283853,7.0,-0.9869614,0.155867,0.377196,23.86028,426.2083,8.21481,94.72812,8.478347,0.1353692,69.38053,3.199021,5.107033,1.168384,1.690202,3.097107,280.4912,1.662827,0.0,-22.1358,75.77061,26.34364,275.9151,347.4779,255.5912,-12.7079,-13.98353,-10.11836,-20.20898
FLUX_WARS,2023-06-07 12:00:00.000000,0.4248422,7.0,5.530091,7.0,0.008025254,7.0,-3.083107,7.0,0.01832394,4.0,-0.5575147,0.1252555,0.1531992,58.74703,425.9296,8.373287,94.73269,8.579268,0.09646022,70.23325,3.467322,5.227668,1.167952,1.754531,2.838648,270.1163,1.728264,0.0,12.09857,134.4569,43.91459,275.1214,353.5652,255.4999,-11.95847,-13.06227,-9.399738,-17.98858
FLUX_WARS,2023-06-07 12:30:00.000000,1.241461,8.0,22.2582,8.0,0.03231668,8.0,2.962528,8.0,0.02206532,1.0,0.1330983,0.1375724,-0.1784971,-50.421,421.6815,8.293482,94.73078,9.086751,0.1243673,67.20697,3.331499,5.067525,1.165864,1.911511,2.978173,271.1641,1.884788,0.0,73.57312,232.0572,72.08935,275.0022,361.3969,255.0656,-10.96148,-11.6278,-8.427498,-14.61518
FLUX_WARS,2023-06-07 13:00:00.000000,0.5210989,7.0,59.10175,7.0,0.08587731,7.0,18.07693,7.0,0.06044638,4.0,0.3058612,0.228029,-0.1981151,-45.42814,418.7314,8.14557,94.72729,9.910529,0.3003859,62.46311,3.077912,5.177272,1.162492,1.967519,3.59866,279.6242,1.903675,0.0,121.3118,303.8176,91.33043,277.0806,368.256,254.5463,-9.605238,-9.552075,-7.32194,-9.651372
FLUX_WARS,2023-06-07 13:30:00.000000,-1.197006,3.0,57.79111,3.0,0.08401456,3.0,32.30699,3.0,0.1134609,4.0,0.5590304,0.312685,-0.1273489,-70.67198,418.3081,8.011049,94.73093,10.4302,0.5777616,59.33422,2.846091,4.990231,1.160465,2.175461,5.068972,287.3107,2.087176,0.0,154.5295,351.9129,104.2048,279.9189,373.0975,254.223,-7.851186,-6.976276,-6.085316,-4.32781
FLUX_WARS,2023-06-07 14:00:00.000000,-2.482364,4.0,69.10748,2.0,0.1005127,2.0,43.76856,2.0,0.1303338,4.0,0.6333404,0.3354092,-0.1382621,-65.09374,416.5891,7.781299,94.72755,10.91811,0.5784813,55.80582,2.436929,5.031175,1.15853,1.999538,5.414924,290.5829,1.905821,0.0,166.913,370.5804,109.5905,282.8417,376.9187,253.943,-6.048995,-4.263766,-4.727714,-0.04740048
FLUX_WARS,2023-06-07 14:30:00.000000,-4.998733,2.0,82.83722,1.0,0.1205378,1.0,68.55399,1.0,0.1922087,3.0,0.8275747,0.4076498,-0.1182507,-76.10949,415.8352,7.415982,94.7219,11.4039,1.01051,51.50983,1.769056,4.873958,1.156641,2.253948,5.953447,300.5683,2.040388,0.0,227.9847,455.1765,129.3739,284.3496,382.1674,253.5354,-4.341267,-1.650129,-3.359884,3.600827
FLUX_WARS,2023-06-07 15:00:00.000000,-4.276192,2.0,62.52187,1.0,0.09101668,1.0,79.94886,1.0,0.1424189,1.0,1.278734,0.3511795,-0.2106711,-42.72063,414.9366,7.252377,94.71915,11.86501,0.9480515,48.86827,1.458424,4.436007,1.154807,2.257122,5.492953,295.6184,2.077014,0.0,228.2041,454.408,131.0648,288.756,383.8951,253.323,-2.567979,1.110293,-2.046339,7.509146
FLUX_WARS,2023-06-07 15:30:00.000000,-10.28042,2.0,100.5717,1.0,0.1464733,1.0,88.32152,1.0,0.3360334,1.0,0.8781948,0.5398783,-0.06536678,-137.6846,414.9731,7.004412,94.70841,12.33119,1.832942,45.76552,0.9758153,4.448056,1.152897,2.504777,7.578302,307.7532,2.182063,0.0,303.1749,561.4552,157.9525,288.8556,389.1834,252.9634,-0.9030231,3.843039,-0.677803,11.85947
FLUX_WARS,2023-06-07 16:00:00.000000,-13.46778,2.0,107.0128,1.0,0.1558962,1.0,151.291,1.0,0.3251272,1.0,1.413766,0.5313779,-0.1146255,-78.51656,417.1958,7.438314,94.69831,12.6128,1.651846,47.69297,1.804799,4.705421,1.151453,2.690041,7.238563,301.5659,2.45442,0.0,352.9581,626.9329,168.8666,289.581,394.6892,252.9496,0.3638714,7.190179,0.4625297,16.90338
FLUX_WARS,2023-06-07 16:30:00.000000,-4.762565,3.0,135.0698,3.0,0.1969505,3.0,154.0291,3.0,0.2723217,7.0,1.140366,0.4871331,-0.1529961,-58.82502,412.619,7.15241,94.68736,13.57249,2.276994,43.10002,1.248752,4.518127,1.147591,3.130617,9.423254,295.5613,2.835671,0.0,447.7165,746.9891,186.6846,291.8636,404.4516,252.6362,1.409921,10.70568,1.517082,21.92454
FLUX_WARS,2023-06-07 17:00:00.000000,-10.31397,1.0,144.2917,1.0,0.2105107,1.0,193.235,1.0,0.6067945,3.0,1.339197,0.7277717,-0.05716137,-157.449,409.6773,6.124522,94.67614,14.1345,2.96811,35.60379,-0.8847691,4.068842,1.145648,3.551707,9.573655,314.6213,3.147346,0.0,495.8248,802.7539,192.7491,293.7642,407.9442,252.0589,2.685819,14.33416,2.615302,30.76222
FLUX_WARS,2023-06-07 17:30:00.000000,-11.91341,1.0,198.776,1.0,0.2901511,1.0,236.046,1.0,0.5458803,4.0,1.187497,0.6908979,-0.082091,-109.6344,408.0368,5.469426,94.66248,14.6813,3.026398,30.68888,-2.40185,4.011569,1.143588,3.397584,10.8859,304.1105,2.997288,0.0,559.1268,883.6894,200.4369,291.518,415.6436,251.5217,4.009601,17.82756,3.803691,37.03815
FLUX_WARS,2023-06-07 18:00:00.000000,-17.1113,1.0,245.1505,1.0,0.3579095,1.0,213.5572,1.0,0.4854658,1.0,0.8711268,0.6517916,-0.09000516,-99.99427,406.4259,5.595898,94.65849,14.87358,2.499444,30.99637,-2.112516,4.154516,1.142723,2.919831,8.726789,329.1327,2.55478,0.0,582.0499,910.1821,199.631,291.1781,419.6792,251.3288,5.282554,21.29613,5.068752,43.36567
FLUX_WARS,2023-06-07 18:30:00.000000,-16.17217,1.0,254.8547,1.0,0.3721997,1.0,350.8379,2.0,0.6862562,2.0,1.37662,0.775337,-0.08579663,-104.8992,405.5829,4.810631,94.64825,15.21684,3.748899,26.07001,-4.137798,3.333762,1.141577,3.373518,11.50664,308.439,2.849714,0.0,614.2455,950.9549,201.9371,288.77,423.5422,250.9171,6.797751,24.09677,6.297211,47.06324
FLUX_WARS,2023-06-07 19:00:00.000000,-7.151309,1.0,155.1275,1.0,0.2265966,1.0,240.6805,1.0,0.4578148,2.0,1.5515,0.6335048,-0.1074117,-83.78976,405.5659,4.654481,94.63782,15.41126,3.576101,24.91752,-4.567611,2.760743,1.140749,3.609147,10.01619,304.5259,3.061964,0.0,581.7943,914.3419,198.9707,289.4772,423.054,250.8079,8.086305,26.14816,7.466702,50.89103
FLUX_WARS,2023-06-07 19:30:00.000000,-5.87304,1.0,133.8949,2.0,0.1955936,2.0,292.5215,1.0,0.6361391,1.0,2.18471,0.7468598,-0.07881192,-114.1959,406.0676,4.708592,94.63495,15.47377,3.262467,25.12249,-4.402425,2.870369,1.140444,3.861404,10.98431,296.6044,3.462927,0.0,533.7885,856.7363,193.2319,291.1085,420.8243,250.7021,8.569421,27.09347,8.131836,50.45669
FLUX_WARS,2023-06-07 20:00:00.000000,-9.878078,1.0,156.927,1.0,0.2292554,1.0,205.619,1.0,0.4054631,2.0,1.310284,0.5963748,-0.1107567,-81.25921,405.8211,4.847134,94.62955,15.54893,2.786111,25.72044,-4.021175,2.941169,1.140021,3.218744,8.531193,303.3327,2.838375,0.0,476.7054,789.7881,185.9081,291.4326,418.607,250.8217,8.415923,26.32865,8.358906,45.72136
FLUX_WARS,2023-06-07 20:30:00.000000,-7.652495,1.0,171.9013,1.0,0.251163,1.0,183.5679,1.0,0.5202015,7.0,1.067868,0.6756433,-0.06868055,-131.0415,405.8613,4.741442,94.63046,15.68026,3.721336,24.95446,-4.332147,3.087233,1.139558,3.586172,10.53173,312.9988,3.005504,0.0,424.4413,724.0735,175.1885,291.2963,415.74,250.6763,8.167958,24.28021,8.260269,37.70269
FLUX_WARS,2023-06-07 21:00:00.000000,-7.233956,1.0,126.3323,1.0,0.1846042,1.0,129.8502,1.0,0.3490111,1.0,1.027846,0.5534844,-0.08854405,-101.6443,405.8023,4.725772,94.64628,15.802,2.33007,24.68612,-4.354783,3.098097,1.139275,3.000351,9.70912,306.3683,2.618808,0.0,351.172,632.0046,159.19,291.5865,413.2292,250.5681,7.919296,21.21776,8.008939,29.02847
FLUX_WARS,2023-06-07 21:30:00.000000,-6.676902,1.0,115.4672,1.0,0.1687336,1.0,87.77384,1.0,0.2928766,4.0,0.7601627,0.5070751,-0.07934634,-113.4268,405.1672,5.006799,94.64948,15.83986,1.864004,26.08722,-3.583709,3.256992,1.139043,2.530357,8.156166,300.4223,2.266258,0.0,282.6026,539.8452,140.4855,293.1818,409.9389,250.5926,7.600983,17.51698,7.601281,21.83212
FLUX_WARS,2023-06-07 22:00:00.000000,-6.330482,1.0,132.3962,1.0,0.1934204,1.0,90.76365,1.0,0.5122635,1.0,0.6855457,0.6702791,-0.03580368,-251.3708,405.4606,4.95346,94.65253,15.56089,2.339024,26.28158,-3.721174,3.216086,1.140203,3.175888,9.061659,301.5397,2.890722,0.0,214.3824,447.1577,121.9167,291.5199,402.3785,250.7772,7.366074,14.20845,7.245059,16.44931
FLUX_WARS,2023-06-07 22:30:00.000000,-5.115794,1.0,78.62057,1.0,0.114831,1.0,17.50481,1.0,0.3760979,1.0,0.2226492,0.5741021,-0.01282921,-701.524,404.8408,5.079792,94.6497,15.3121,1.689229,27.38628,-3.384439,3.06908,1.141097,2.458625,7.670832,321.453,2.15966,0.0,148.4525,356.7417,101.6287,290.4587,397.1193,250.8482,6.868464,11.36187,6.820177,11.75714
FLUX_WARS,2023-06-07 23:00:00.000000,-4.387428,8.0,93.2676,8.0,0.1362,8.0,1.464745,8.0,0.3910108,1.0,0.01570476,0.585172,-0.003849441,-2338.002,405.1246,5.140938,94.65662,15.12805,1.763548,28.04909,-3.221886,3.125379,1.141883,2.530309,8.71281,311.3201,2.244586,0.0,80.56215,258.313,76.82499,289.8858,390.8116,250.9567,6.260489,8.68221,6.188056,7.732244
